"goodreads_book_id","best_book_id","work_id","authors","original_publication_year","original_title","title","language_code","average_rating","ratings_count","work_text_reviews_count"
21936809,21936809,41240456,"Peter  Swanson",2015,"The Kind Worth Killing","The Kind Worth Killing","English",4.03,35225,5526
355916,355916,3192037,"Angie Sage, Mark Zug",2007,"Physik","Physik (Septimus Heap, #3)","English",3.99,42838,1106
6667,6667,113746,"Roald Dahl, Quentin Blake",1984,"Boy: Tales of Childhood","Boy: Tales of Childhood","English",4.09,38240,2134
10890,10890,14837,"Anne Lamott",1999,"Traveling Mercies: Some Thoughts on Faith","Traveling Mercies: Some Thoughts on Faith","English",4.15,36466,2197
184657,184657,2751330,"Vince Flynn",2004,"Memorial Day","Memorial Day (Mitch Rapp, #7)","English",4.3,31864,760
13836,13836,1171314,"Tamora Pierce",1992,"Wild Magic (Immortals, #1)","Wild Magic (Immortals, #1)","English",4.32,52165,1473
30013,30013,1128436,"Isaac Asimov",1988,"Prelude to Foundation","Prelude to Foundation","English",4.05,40342,1048
56728,56728,900984,"Max Lucado",1997,"You Are Special: A Story for Everyone","You Are Special (Wemmicksville, #1)","English",4.45,41052,1036
18798983,18798983,26724902,"Renee Ahdieh",2015,"The Wrath & the Dawn","The Wrath and the Dawn (The Wrath and the Dawn, #1)","English",4.19,58175,11884
6260997,6260997,6444203,"Nicholas D. Kristof, Sheryl WuDunn",2008,"Half the Sky: Turning Oppression into Opportunity for Women Worldwide","Half the Sky: Turning Oppression into Opportunity for Women Worldwide","English",4.31,37270,4627
10798418,10798418,15293391,"Daniel Handler, Maira Kalman",2011,"Why We Broke Up","Why We Broke Up","English",3.49,41202,6387
18243700,18243700,25691778,"Sarah J. Maas",2014,"The Assassin's Blade","The Assassin's Blade (Throne of Glass, #0.1-0.5)","English",4.48,53227,7538
2807199,2807199,2833088,"Curtis Sittenfeld",2008,"American Wife","American Wife","English",3.72,38537,5568
29394,29394,6614461,"Jim Butcher",2006,"Cursor's Fury","Cursor's Fury (Codex Alera, #3)","English",4.36,41344,1126
334176,334176,3349153,"Mary Doria Russell",1996,"The Sparrow","The Sparrow (The Sparrow, #1)","English",4.17,40781,5540
10910,10910,3349593,"Jodi Picoult",1996,"Mercy","Mercy","English",3.57,37252,2502
20727654,20727654,40051132,"Charlie N. Holmberg",2014,"The Paper Magician","The Paper Magician (The Paper Magician Trilogy, #1)","English",3.63,25934,4844
89724,89724,847007,"Shirley Jackson, Jonathan Lethem",1962,"We Have Always Lived in the Castle","We Have Always Lived in the Castle","English",4.05,43602,6521
2761626,2761626,2787335,"Michael Connelly",2008,"The Brass Verdict","The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)","English",4.08,36497,2722
216442,216442,463790,"Timothy Zahn",1992,"Star Wars: Dark Force Rising","Dark Force Rising","English",4.14,37197,806
17262159,17262159,23756807,"Lee Child",2013,"Never Go Back","Never Go Back (Jack Reacher, #18)","English",4.02,27578,3558
183656,183656,3155307,"Gail Carson Levine",2001,"The Two Princesses of Bamarre","The Two Princesses of Bamarre","English",4.02,55218,2091
228630,228630,2063986,"Richard Wright, Jerry W. Ward Jr.",1945,"Black Boy: A Record of Youth and Childhood","Black Boy","English",4.02,36840,1466
5167,5167,2028071,"Lalita Tademy",2001,"Cane River","Cane River","English",4.04,38013,1813
29582,29582,532290,"Isaac Asimov",1986,"Foundation and Earth","Foundation and Earth (Foundation #5)","English",4.02,39003,848
99111,99111,95547,"A.A. Milne, Ernest H. Shepard",1926,"Winnie-the-Pooh & The House at Pooh Corner","The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)","English",4.43,32504,625
112803,112803,1744912,"Mahatma Gandhi",1940,"An Autobiography or The Story of My Experiments with Truth","The Story of My Experiments With Truth","English",4.07,28177,1369
2265,2265,2468379,"Lance Armstrong, Sally Jenkins",1999,"It's Not About the Bike: My Journey Back to Life","It's Not About the Bike: My Journey Back to Life","English",3.72,31963,1881
45546,45546,99507,"Stephen E. Ambrose",1996,"Undaunted Courage","Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier","English",4.22,32875,1942
18803640,18803640,26732095,"Helen Macdonald",2015,"H is for Hawk","H is for Hawk","English",3.74,30841,6017
21423525,21423525,40733229,"David Nicholls",2014,"Us","Us","English",3.66,28856,4002
66695,66695,231584,"R.A. Salvatore",1990,"Sojourn (Dark Elf #3)","Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)","English",4.23,38242,572
6218007,6218007,6398659,"Karuho Shiina, Tomo Kimura",2006,"君に届け 1","Kimi ni Todoke: From Me to You, Vol. 1","English",4.23,37369,395
182425,182425,1133939,"Dean Koontz",1999,"False Memory","False Memory","English",3.87,36882,995
34510,34510,1229354,"Terry Pratchett",1990,"Moving Pictures","Moving Pictures (Discworld, #10; Industrial Revolution, #1)","English",3.91,42892,1041
12513614,12513614,17499464,"C.J. Roberts",2011,"Captive in the Dark","Captive in the Dark (The Dark Duet, #1)","English",4.01,55542,5525
2082136,2082136,2398516,"Mary Roach",2008,"Bonk: The Curious Coupling of Science and Sex","Bonk: The Curious Coupling of Science and Sex","English",3.83,38157,4005
544257,544257,531546,"Rachel Caine",2007,"Midnight Alley","Midnight Alley (The Morganville Vampires, #3)","English",4.11,49083,1363
23278537,23278537,42866547,"Nina George, Simon Pare",2013,"Das Lavendelzimmer","The Little Paris Bookshop","English",3.51,34383,7292
13562049,13562049,19137260,"Ian McEwan",2012,"Sweet Tooth","Sweet Tooth","English",3.4,32637,5477
17333880,17333880,24065237,"Abbi Glines",2013,"Twisted Perfection (Perfection, #1)","Twisted Perfection (Rosemary Beach, #5; Perfection, #1)","English",4.26,57408,3931
19675,19675,5054711,"Tom Clancy",1996,"Executive Orders","Executive Orders (Jack Ryan Universe, #9)","English",4.04,35513,505
8592946,8592946,13462590,"Ann Voskamp",2011,"One Thousand Gifts","One Thousand Gifts: A Dare to Live Fully Right Where You Are","English",4.03,33960,2918
156427,156427,3279468,"Robert Bloch",1959,"Psycho","Psycho","English",4.09,36153,1437
45100,45100,1476156,"Robin Hobb",1998,"Ship of Magic","Ship of Magic (Liveship Traders, #1)","English",4.12,37381,1647
41977,41977,3152550,"Maeve Binchy",1990,"Circle of Friends","Circle of Friends","English",4,43936,1469
23513349,23513349,43116473,"Rupi Kaur",2014,"milk and honey","Milk and Honey","English",4.27,73104,10042
5720,5720,5054705,"Tom Clancy",1998,"Rainbow Six","Rainbow Six (Jack Ryan Universe, #10)","English",4.07,35278,850
16788,16788,3262727,"Neil Gaiman",2006,"Fragile Things: Short Fictions and Wonders","Fragile Things: Short Fictions and Wonders","English",4.02,38942,3045
8196732,8196732,13043611,"Rosamund Lupton",2010,"Sister","Sister","English",3.77,35893,4636
20518872,20518872,25696480,"Liu Cixin, Ken Liu",2007,"三体","The Three-Body Problem (Remembrance of Earth’s Past, #1)","English",4,33409,5733
48002,48002,46982,"Terry Pratchett",2001,"Thief of Time","Thief of Time (Discworld, #26; Death, #5)","English",4.25,42002,1117
154798,154798,1950026,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003,"Superman: Red Son","Superman: Red Son","English",4.17,35438,1480
227593,227593,2060095,"Julia Glass",2002,"Three Junes","Three Junes","English",3.56,35677,2273
1858013,1858013,2306323,"Timothy J. Keller",2007,"The Reason for God: Belief in an Age of Skepticism","The Reason for God: Belief in an Age of Skepticism","English",4.2,31692,1606
12891107,12891107,17382436,"Mark  Lawrence",2012,"King of Thorns","King of Thorns (The Broken Empire, #2)","English",4.2,33941,1929
12160906,12160906,17131961,"Jeffrey Archer",2012,"The Sins of the Father","The Sins of the Father (The Clifton Chronicles, #2)","English",4.01,27456,2578
187811,187811,2013718,"Meg Cabot",2000,"Shadowland","Shadowland (The Mediator, #1)","English",4.04,51580,2123
3047849,3047849,3078640,"Sara Shepard",2009,"Killer","Killer (Pretty Little Liars, #6)","English",4.07,39702,1431
6431790,6431790,6682611,"James Patterson",2010,"Fang","Fang (Maximum Ride, #6)","English",4.07,48964,2533
8546358,8546358,13414212,"Sarah Addison Allen",2011,"The Peach Keeper","The Peach Keeper","English",3.84,45468,6009
33453,33453,2015399,"Christopher Moore",2007,"You Suck","You Suck (A Love Story, #2)","English",3.82,38818,2586
18104607,18104607,25423130,"Jamie McGuire",2014,"Beautiful Oblivion","Beautiful Oblivion (The Maddox Brothers, #1)","English",4.13,54391,6034
77711,77711,1253374,"Vernor Vinge",1992,"A Fire Upon The Deep","A Fire Upon the Deep (Zones of Thought, #1)","English",4.13,37986,1801
19469,19469,816295,"Caroline B. Cooney",1990,"The Face on the Milk Carton","The Face on the Milk Carton (Janie Johnson, #1)","English",3.72,43334,2293
413158,413158,402389,"Robert Lopshire",1960,"Put Me in the Zoo","Put Me in the Zoo","English",4.13,38809,375
6448470,6448470,10823062,"Sophie Jordan",2010,"Firelight (Firelight, #1)","Firelight (Firelight, #1)","English",3.88,51815,4384
9809,9809,68476,"Italo Calvino, William Weaver",1972,"Le città invisibili","Invisible Cities","English",4.19,32253,2844
11096647,11096647,16018629,"Jessica Park",2011,"Flat-Out Love","Flat-Out Love (Flat-Out Love, #1)","English",4.01,47644,5104
17905709,17905709,25086415,"Richard Flanagan",2013,"The Narrow Road to the Deep North","The Narrow Road to the Deep North","English",4,25197,4927
26582,26582,1049526,"A.N. Roquelaure, Anne Rice",1983,"The Claiming of Sleeping Beauty","The Claiming of Sleeping Beauty (Sleeping Beauty, #1)","English",3.28,38387,3713
6114607,6114607,6292672,"Jennifer Worth",2002,"Call the midwife : a true story of the East End in the 1950s","The Midwife: A Memoir of Birth, Joy, and Hard Times","English",4.17,19176,5112
9758764,9758764,14648079,"Jennifer Weiner",2010,"Then Came You","Then Came You","English",3.69,36469,2729
395922,395922,1659113,"L.J. Smith",1991,"The Awakening","The Awakening (The Vampire Diaries, #1)","English",3.41,44222,2899
73070,73070,2268839,"Susan Elizabeth Phillips",1994,"It Had to Be You","It Had to Be You (Chicago Stars, #1)","English",4.04,45961,1754
13707738,13707738,14420600,"Michael   Lewis",2011,"Boomerang: Travels in the New Third World","Boomerang: Travels in the New Third World","English",3.87,15616,1933
7227174,7227174,7415348,"Jennifer Weiner",2010,"Fly Away Home","Fly Away Home","English",3.66,37026,2405
14662,14662,1028281,"Stendhal, Roger Gard",1830,"Le Rouge et le Noir","The Red and the Black","English",3.87,33346,1273
16183,16183,3459181,"Philippa Gregory",2004,"The Virgin's Lover","The Virgin's Lover (The Plantagenet and Tudor Novels, #13)","English",3.69,40065,2065
332775,332775,323310,"Catherine Fisher",2007,"Incarceron","Incarceron (Incarceron, #1)","English",3.64,43524,5087
10800916,10800916,14442368,"C.C. Hunter",2011,"Awake at Dawn","Awake at Dawn (Shadow Falls, #2)","English",4.29,46269,1660
9462795,9462795,10862992,"Josephine Angelini",2011,"Starcrossed","Starcrossed (Starcrossed, #1)","English",4.08,49448,4837
7739934,7739934,10545964,"Alyson Noel",2010,"Night Star","Night Star (The Immortals, #5)","English",3.82,43998,1347
67238,67238,1207563,"N.H. Kleinbaum",1988,"Dead Poets Society","Dead Poets Society","English",4.21,33645,752
63720,63720,819126,"Terry Pratchett",1999,"The Fifth Elephant","The Fifth Elephant (Discworld, #24; City Watch, #5)","English",4.24,40138,969
1524173,1524173,6627897,"John Flanagan",2006,"The Sorcerer in the North","The Sorcerer in the North (Ranger's Apprentice, #5)","English",4.25,39795,1327
639864,639864,2066960,"Paramahansa Yogananda",1946,"Autobiography of a Yogi","Autobiography of a Yogi","English",4.22,26713,1408
9595650,9595650,14482685,"Kevin Hearne",2011,"Hexed (Iron Druid Chronicles, #2)","Hexed (The Iron Druid Chronicles, #2)","English",4.22,39926,2245
1325218,1325218,145600,"Alvin Schwartz, Stephen Gammell",1981,"Scary Stories to Tell in the Dark","Scary Stories to Tell in the Dark (Scary Stories, #1)","English",4.05,38879,1512
26109394,26109394,45536239,"Harlan Coben",2016,"Fool Me Once","Fool Me Once","English",3.9,30788,4096
27323,27323,1014091,"John Hersey",1946,"Hiroshima","Hiroshima","English",3.94,41338,2062
6316171,6316171,6501420,"Jennifer Brown",2009,"Hate List","Hate List","English",4.03,39677,4285
3873,3873,2011826,"Karen Armstrong",1975,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam","A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam","English",3.85,32506,1143
16131032,16131032,17606564,"James S.A. Corey",2013,"Abaddon's Gate","Abaddon's Gate (The Expanse, #3)","English",4.18,27860,2417
5932,5932,2103337,"Pablo Neruda, W.S. Merwin, Cristina García",1924,"Veinte poemas de amor y una canción desesperada","Twenty Love Poems and a Song of Despair","English",4.33,31606,1505
382549,382549,17028815,"Tom Clancy",1988,"The Cardinal of the Kremlin","The Cardinal of the Kremlin (Jack Ryan Universe, #5)","English",4.01,37672,507
1062516,1062516,562143,"David Shannon",1998,"No, David!","No, David!","English",4.11,36963,1885
1099301,1099301,1086172,"Pseudonymous Bosch, Gilbert Ford",2007,"The Name of This Book Is Secret","The Name of This Book Is Secret (Secret, #1)","English",4.04,39440,3180
18053060,18053060,25337746,"Danielle  Paige",2014,"Dorothy Must Die","Dorothy Must Die (Dorothy Must Die, #1)","English",3.84,44785,7881
16429,16429,944272,"Dean Koontz",2006,"The Husband","The Husband","English",3.8,36233,1638
7048800,7048800,7299170,"Aimee Bender",2010,"The Particular Sadness of Lemon Cake","The Particular Sadness of Lemon Cake","English",3.19,42885,9036
6588,6588,1877371,"James Patterson",2003,"The Big Bad Wolf","The Big Bad Wolf  (Alex Cross, #9)","English",3.97,37060,938
533465,533465,1482438,"Dai Sijie, Ina Rilke",2000,"Balzac et la Petite Tailleuse chinoise","Balzac and the Little Chinese Seamstress","English",3.63,39927,3558
18813642,18813642,26563816,"Roxane Gay",2014,"Bad Feminist","Bad Feminist","English",3.91,41012,5030
226709,226709,3311862,"V.C. Andrews",1980,"Petals on the Wind","Petals on the Wind (Dollanganger, #2)","English",3.82,40354,1667
19351043,19351043,27411330,"Noelle Stevenson",2015,"Nimona","Nimona","English",4.2,44825,6660
6537,6537,1455041,"Patricia Cornwell",1995,"From Potter's Field","From Potter's Field (Kay Scarpetta, #6)","English",4.02,41377,636
84736,84736,3267280,"James Patterson",2005,"Mary, Mary","Mary, Mary (Alex Cross, #11)","English",3.93,36926,1136
15055,15055,1411520,"Jeanette Winterson",1985,"Oranges Are Not the Only Fruit","Oranges Are Not the Only Fruit","English",3.75,35082,1912
16139641,16139641,21970115,"R.K. Lilley",2013,"Grounded (Up In The Air #3)","Grounded (Up in the Air, #3)","English",4.29,53089,2252
19427193,7977973,7364012,"Ravinder Singh",2007,"I Too Had A Love Story","I Too Had a Love Story","English",3.64,24307,1616
25051,25051,2208078,"Betty MacDonald, Alexandra Boiger",1947,"Mrs. Piggle-Wiggle","Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)","English",4.16,44068,1080
58962,58962,449499,"Michael Connelly",1997,"Trunk Music","Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)","English",4.15,34702,1105
18505796,18505796,26365939,"Dan   Harris",2014,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works","10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works","English",3.93,33969,3485
32504,32504,1473598,"Michael Connelly",1998,"Blood Work","Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)","English",4.11,34296,999
41821,41821,1253407,"Isaac Asimov",1972,"The Gods Themselves","The Gods Themselves","English",4.08,35247,1150
13570,13570,15710,"CLAMP, Anthony Gerard",2004,"ツバサ-RESERVoir CHRoNiCLE- 1","Tsubasa: RESERVoir CHRoNiCLE, Vol. 01","English",4.12,34661,330
297627,297627,797,"Alan Moore, Kevin O'Neill",2000,"The League of Extraordinary Gentlemen, Vol. I","The League of Extraordinary Gentlemen, Vol. 1","English",3.93,40404,1201
169756,169756,163928,"M.T. Anderson",2002,"Feed","Feed","English",3.54,42426,5504
6342491,6342491,6528619,"Cinda Williams Chima",2009,"The Demon King","The Demon King (Seven Realms, #1)","English",4.2,46756,4018
38333,38333,2283546,"Charles Burns",1995,"Black Hole","Black Hole","English",3.83,33070,1849
19358975,19358975,27422060,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Volume Three","Saga, Vol. 3 (Saga, #3)","English",4.56,47549,3506
20263040,20263040,27228790,"Lee Child",2014,"Personal","Personal (Jack Reacher, #19)","English",3.9,19107,3156
15994634,15994634,21763986,"Therese Anne Fowler",2013,"Z: A Novel of Zelda Fitzgerald","Z: A Novel of Zelda Fitzgerald","English",3.82,27563,4020
4979,4979,1119459,"Kurt Vonnegut Jr.",2005,"A Man Without a Country","A Man Without a Country","English",4.07,29859,2044
17667452,6780660,6982184,"Catherine Ryan Hyde",2009,"When I Found You","When I Found You","English",3.92,16032,2506
25893693,25893693,45775594,"Martha Hall Kelly",2016,"Lilac Girls","Lilac Girls","English",4.31,42421,6679
552894,552894,2208374,"James Patterson, Maxine Paetro",2008,"7th Heaven","7th Heaven (Women's Murder Club, #7)","English",4.06,38503,1604
23664710,23664710,43272201,"Lee Child",2015,"Make Me","Make Me (Jack Reacher, #20)","English",3.95,20999,3420
18428067,18428067,19926928,"Anthony Marra",2013,"A Constellation of Vital Phenomena","A Constellation of Vital Phenomena","English",4.13,23374,5576
13496738,13496738,19040270,"Abbi Glines",2012,"While It Lasts","While It Lasts (Sea Breeze, #3)","English",4.24,49620,2236
13414676,13414676,18713903,"Will Schwalbe",2012,"The End of Your Life Bookclub","The End of Your Life Book Club","English",3.81,35412,6644
16001443,16001443,21763059,"Raine Miller",2012,"All in","All In (The Blackstone Affair, #2)","English",4.11,48278,2033
1814843,1814843,6627899,"John Flanagan",2006,"The Siege of Macindaw","The Siege of Macindaw (Ranger's Apprentice, #6)","English",4.33,37607,1195
49221,49221,894384,"C.S. Lewis",1961,"A Grief Observed","A Grief Observed","English",4.26,35913,1930
22416,22416,23442,"Warren Ellis, Darick Robertston, Garth Ennis",1998,"Transmetropolitan, Vol. 1: Back on the Street","Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)","English",4.23,30790,868
13833,13833,3094151,"Tamora Pierce",1994,"Emperor Mage (Immortals, #3)","Emperor Mage (Immortals, #3)","English",4.3,44115,629
8099187,8099187,12842742,"George W. Bush",2010,"Decision Points","Decision Points","English",3.77,28943,2557
6387565,6387565,6575836,"James Patterson, Gabrielle Charbonnet",2009,"Witch & Wizard","Witch & Wizard (Witch & Wizard, #1)","English",3.57,28291,4345
386286,386286,778444,"Jean Craighead George, John Schoenherr",1972,"Julie of the Wolves","Julie of the Wolves (Julie of the Wolves, #1)","English",3.79,46442,1320
37743,37743,746503,"Judy Blume",1975,"Forever . . .","Forever . . .","English",3.63,42164,3377
22609391,22609391,42099162,"David McCullough",2015,"The Wright Brothers","The Wright Brothers","English",4.16,35786,4425
3147367,3147367,3178858,"Jon Meacham",2008,"American Lion: Andrew Jackson in the White House","American Lion: Andrew Jackson in the White House","English",3.76,32564,1378
15842230,15842230,21412154,"David Baldacci",2012,"The Forgotten","The Forgotten (John Puller, #2)","English",4.07,27953,2540
16065004,16065004,21855448,"Brandon Sanderson",2015,"Shadows of Self","Shadows of Self (Mistborn, #5)","English",4.3,32170,2804
17262155,17262155,23858953,"Helen Fielding",2013,"Mad About the Boy","Mad About the Boy (Bridget Jones, #3)","English",3.32,30713,5593
30633,30633,14816053,"C.S. Lewis",1960,"The Four Loves","The Four Loves","English",4.16,29684,1109
20639274,32822135,26343327,"Mia Sheridan",2014,"Archer's Voice","Archer's Voice","English",4.45,53131,7779
11010251,11010251,15929266,"Alyson Richman",2011,"The Lost Wife","The Lost Wife","English",4.2,33427,3949
10505,10505,2094829,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004,"Storia della bellezza","History of Beauty","English",3.77,33893,169
18765,18765,4232388,"Robert Graves",1934,"I, Claudius","I, Claudius (Claudius, #1)","English",4.27,38484,1862
13326831,13326831,18534001,"Joelle Charbonneau",2013,"The Testing","The Testing (The Testing, #1)","English",4.05,38142,5339
17908462,17908462,25092132,"Janet Evanovich",2013,"Takedown Twenty","Takedown Twenty (Stephanie Plum, #20)","English",3.75,36002,4970
13628209,13628209,19234450,"Kirsty Moseley",2011,"The Boy Who Sneaks in My Bedroom Window","The Boy Who Sneaks in My Bedroom Window","English",3.95,50929,4371
13829,13829,3056999,"Tamora Pierce",2006,"Terrier","Terrier (Beka Cooper, #1)","English",4.16,48028,1594
8788554,8788554,13662358,"Darynda Jones",2011,"First Grave on the Right","First Grave on the Right (Charley Davidson, #1)","English",4.07,50689,6132
18039963,18039963,21979139,"Amanda Lindhout, Sara Corbett",2013,"A House in the Sky","A House in the Sky","English",4.2,29369,3574
9615347,9615347,14279456,"Vera Brosgol",2011,"Anya's Ghost","Anya's Ghost","English",3.88,39477,3671
9912,9912,814440,"Bret Easton Ellis",1987,"The Rules of Attraction","The Rules of Attraction","English",3.71,29456,1102
30262,30262,2756601,"Kim Harrison",2005,"The Good, the Bad, and the Undead","The Good, the Bad, and the Undead (The Hollows, #2)","English",4.26,49321,1641
66693,66693,66280,"R.A. Salvatore",1988,"The Crystal Shard","The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)","English",4.13,32300,691
44597,25622780,142647,"Jean Rhys",1966,"Wide Sargasso Sea","Wide Sargasso Sea","English",3.56,21053,3625
16286,16286,1816475,"John Fowles",1965,"The Magus","The Magus","English",4.04,32914,2038
189811,189811,1458832,"David Eddings",1988,"King of the Murgos","King of the Murgos (The Malloreon, #2)","English",4.1,40098,249
20821614,20821614,39913517,"Caroline Kepnes",2014,"You","You (You, #1)","English",3.83,36383,7892
13618440,13618440,19221595,"Laini Taylor",2014,"Dreams of Gods & Monsters","Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)","English",4.23,47315,8247
1205297,1205297,3090264,"John Grisham",2007,"Playing For Pizza","Playing for Pizza","English",3.41,34577,3642
9284655,9284655,7156226,"Colleen Houck",2011,"Tiger's Curse","Tiger's Curse (The Tiger Saga, #1)","English",4.07,46077,5262
105,105,3634569,"Frank Herbert",1985,"Chapterhouse: Dune","Chapterhouse: Dune (Dune Chronicles #6)","English",3.89,34822,552
20821284,20821284,39959105,"Jacqueline Woodson",2014,"Brown Girl Dreaming","Brown Girl Dreaming","English",4.11,33779,5349
7094569,7094569,7351419,"Mira Grant",2010,"Feed","Feed (Newsflesh Trilogy, #1)","English",3.86,38956,5228
3476,3476,1004778,"Gwyn Hyman Rubio",1998,"Icy Sparks","Icy Sparks","English",3.68,34128,1103
77394,77394,1133797,"L.M. Montgomery",1917,"Rainbow Valley","Anne's House of Dreams (Anne of Green Gables, #5)","English",4.12,57062,1389
75024,75024,1703824,"Steve Berry",2006,"The Templar Legacy","The Templar Legacy (Cotton Malone, #1)","English",3.81,35804,1729
89165,89165,1300421,"Sue Grafton",1993,"J is for Judgment (Kinsey Millhone #10)","J is for Judgment (Kinsey Millhone, #10)","English",4.01,39214,525
4836308,4836308,4901516,"Katherine Howe",2009,"The Physick Book of Deliverance Dane","The Physick Book of Deliverance Dane","English",3.7,41284,5539
55401,55401,3898716,"Steven Erikson",2000,"Deadhouse Gates","Deadhouse Gates (The Malazan Book of the Fallen, #2)","English",4.25,34042,1433
17983690,17983690,25216800,"Kylie Scott",2013,"Lick","Lick (Stage Dive, #1)","English",4.15,54585,5374
2315892,2315892,2322406,"Joe Abercrombie",2009,"Best Served Cold","Best Served Cold","English",4.16,36268,1908
18635113,18635113,24946905,"Emma Healey",2014,"Elizabeth Is Missing","Elizabeth Is Missing","English",3.7,26931,5096
154424,154424,2874081,"Vince Flynn",2005,"Consent to Kill","Consent to Kill (Mitch Rapp, #8)","English",4.36,30675,811
8171378,8171378,13341052,"Isabel Wilkerson",2010,"The Warmth of Other Suns: The Epic Story of America's Great Migration","The Warmth of Other Suns: The Epic Story of America's Great Migration","English",4.31,31308,4594
20706317,20706317,25807847,"Claire North",2014,"The First Fifteen Lives of Harry August","The First Fifteen Lives of Harry August","English",4.04,22327,5236
11366,11366,1884932,"Barbara W. Tuchman, Robert K. Massie",1962,"The Guns of August","The Guns of August","English",4.18,35147,1674
937249,937249,978952,"Vince Flynn",2001,"Separation of Power","Separation of Power (Mitch Rapp, #5)","English",4.32,30081,709
71865,71865,1253352,"John Marsden",1993,"Tomorrow, When the War Began","Tomorrow, When the War Began (Tomorrow, #1)","English",4.05,36501,2574
6514074,6514074,6705842,"Robert M. Edsel, Bret Witter",2009,"Monuments Men: Allied Heroes, Nazi Thieves and the Greatest Treasure Hunt in History","The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History","English",3.75,30583,3282
18140047,18140047,25484455,"Ava Dellaira",2014,"Love Letters to the Dead","Love Letters to the Dead","English",3.82,38701,6385
10776793,2535743,2543266,"Helen Bryan",2007,"War Brides","War Brides","English",3.75,16565,3139
27071490,27071490,47113792,"Yaa Gyasi",2016,"Homegoing","Homegoing","English",4.41,41524,7846
7237456,7237456,8159756,"Mary Roach",2010,"Packing for Mars: The Curious Science of Life in the Void","Packing for Mars: The Curious Science of Life in the Void","English",3.93,35724,3737
3410425,3410425,3450678,"David Baldacci",2008,"Divine Justice","Divine Justice (Camel Club, #4)","English",4.17,35071,1281
3918010,3918010,3963458,"Mark Millar, John Romita Jr., Rob Liefeld",2010,"Kick-Ass","Kick-Ass (Kick-Ass, #1)","English",4.04,30688,874
408615,408615,69191,"Immaculée Ilibagiza, Steve Erwin",2006,"Left to Tell: Discovering God Amidst the Rwandan Holocaust","Left to Tell: Discovering God Amidst the Rwandan Holocaust","English",4.43,30270,4644
6686101,6686101,6881431,"Michael  Grant",2011,"Plague","Plague (Gone, #4)","English",4.18,38819,1869
5344,5344,6751955,"Charles Dickens",1854,"Hard Times: For These Times","Hard Times","English",3.5,34675,2098
3722183,3722183,42652219,"Kate Atkinson",2015,"A God in Ruins","A God in Ruins","English",3.92,26604,4886
46202,46202,1254584,"Maria V. Snyder",2006,"Magic Study","Magic Study (Study, #2)","English",4.06,48234,3955
667985,667985,2148984,"CLAMP, Shirley Kubo",2001,"ちょびっツ #1","Chobits, Vol. 1","English",4.05,34149,257
57891,57891,2786327,"Koushun Takami, Yuji Oniki",1999,"バトル・ロワイアル","Battle Royale","English",4.24,35641,3994
5126859,5126859,5193717,"Sarah Addison Allen",2010,"The Girl Who Chased the Moon","The Girl Who Chased the Moon","English",3.97,41049,5757
107301,107301,276591,"Nevil Shute",1950,"A Town Like Alice","A Town Like Alice","English",4.12,36007,2706
2485785,2485785,1544939,"Diane Chamberlain",2006,"The Secret Life Of CeeCee Wilkes","The Secret Life of CeeCee Wilkes","English",4.09,32490,3342
188230,188230,2570338,"Elizabeth Peters",1975,"Crocodile on the Sandbank","Crocodile on the Sandbank (Amelia Peabody #1)","English",4.02,44395,3175
6070950,6070950,6247416,"Nora Roberts",2009,"Bed of Roses","Bed of Roses (Bride Quartet, #2)","English",4.11,45089,2014
19670,19670,17028842,"Tom Clancy",1994,"Debt of Honor","Debt of Honor (Jack Ryan Universe, #8)","English",4.03,34952,431
17343,17343,2072983,"C.S. Lewis",1956,"Till We Have Faces","Till We Have Faces","English",4.19,36758,3172
224500,224500,1275528,"Anthony Horowitz",2001,"Point Blanc","Point Blank (Alex Rider, #2)","English",4.1,39296,1837
93794,93794,2153394,"Daniel Silva",2000,"The Kill Artist","The Kill Artist (Gabriel Allon, #1)","English",4,31579,1501
